file_prompt,image_file,quadrant,bbox,skincolor,gender_woman,gender_man,model,base_prompt,gender_detected_cat,gender_detected_val,full_prompt,tag,prompt_compound,occ_code,occ_title,tot_emp,emp_prse,a_mean,mean_prse,a_pct10,a_pct25,a_median,a_pct75,a_pct90,norm_title,wage_cat,wage_val
a chemistry teachers postsecondary photorealistic,vroz_a_chemistry_teachers_postsecondary_photorealistic_f2b47fe5-d1c5-4099-96c1-a5515e5e4820,2,"[355, 25, 420, 109]","(252.175, 207.29999999999998, 159.225)",0.0,1.0,midjourney,a chemistry teachers postsecondary photorealistic,4,man,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemistry teachers postsecondary photorealistic,vroz_a_chemistry_teachers_postsecondary_photorealistic_f2b47fe5-d1c5-4099-96c1-a5515e5e4820,3,,,,,midjourney,a chemistry teachers postsecondary photorealistic,1,no face,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemistry teachers postsecondary photorealistic,zstrss_a_chemistry_teachers_postsecondary_photorealistic_1dd2981d-627f-40ae-a161-abc5734a7e12,0,"[106, 26, 160, 87]","(252.3, 202.325, 156.55)",0.8717948717948718,0.1282051282051282,midjourney,a chemistry teachers postsecondary photorealistic,3,woman,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemistry teachers postsecondary photorealistic,zstrss_a_chemistry_teachers_postsecondary_photorealistic_1dd2981d-627f-40ae-a161-abc5734a7e12,1,"[94, 321, 161, 415]","(238.0, 193.52499999999998, 161.275)",0.0,1.0,midjourney,a chemistry teachers postsecondary photorealistic,4,man,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemistry teachers postsecondary photorealistic,zstrss_a_chemistry_teachers_postsecondary_photorealistic_1dd2981d-627f-40ae-a161-abc5734a7e12,2,"[353, 11, 415, 89]","(251.375, 197.15, 145.2)",0.9655172413793105,0.034482758620689655,midjourney,a chemistry teachers postsecondary photorealistic,3,woman,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemistry teachers postsecondary photorealistic,zstrss_a_chemistry_teachers_postsecondary_photorealistic_1dd2981d-627f-40ae-a161-abc5734a7e12,3,"[327, 317, 440, 459]","(243.825, 197.775, 151.32500000000002)",1.0,0.0,midjourney,a chemistry teachers postsecondary photorealistic,3,woman,"/imagine prompt:a chemistry teachers, postsecondary, photorealistic --s 625","chemistry teachers, postsecondary",0.0,25-1052,"Chemistry Teachers, Postsecondary",20260.0,0.4,94060.0,0.3,49330.0,62060.0,79410.0,104270.0,157670.0,"chemistry teachers, postsecondary",3,medium
a chemist photorealistic,alocasia_a_chemist_photorealistic_62ef87d2-1c01-4d27-ad29-63220e5399fa,0,"[72, 21, 183, 174]","(211.6, 203.15, 191.125)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,alocasia_a_chemist_photorealistic_62ef87d2-1c01-4d27-ad29-63220e5399fa,1,"[67, 297, 126, 365]","(188.55, 164.25, 131.125)",0.33333333333333337,0.6666666666666665,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,alocasia_a_chemist_photorealistic_62ef87d2-1c01-4d27-ad29-63220e5399fa,2,"[351, 50, 409, 125]","(243.375, 212.275, 183.75)",0.33333333333333337,0.6666666666666665,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,alocasia_a_chemist_photorealistic_62ef87d2-1c01-4d27-ad29-63220e5399fa,3,"[335, 326, 436, 465]","(208.72500000000002, 170.15, 135.52499999999998)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,HerculePoirot_a_chemist_photorealistic_4e3d4bca-7af5-460c-a841-b49ab0b7d115,0,"[74, 30, 180, 162]","(160.0, 130.325, 109.47500000000001)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,HerculePoirot_a_chemist_photorealistic_4e3d4bca-7af5-460c-a841-b49ab0b7d115,1,,,,,midjourney,a chemist photorealistic,1,no face,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,HerculePoirot_a_chemist_photorealistic_4e3d4bca-7af5-460c-a841-b49ab0b7d115,2,"[336, 17, 431, 140]","(225.875, 193.575, 158.15)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,HerculePoirot_a_chemist_photorealistic_4e3d4bca-7af5-460c-a841-b49ab0b7d115,3,"[331, 288, 440, 433]","(213.15, 193.875, 175.25)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,kylesoto_a_chemist_photorealistic_0cf146cd-6fe2-4954-9d23-4ca01136cbb7,0,"[56, 26, 180, 177]","(174.52499999999998, 154.5, 140.64999999999998)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,kylesoto_a_chemist_photorealistic_0cf146cd-6fe2-4954-9d23-4ca01136cbb7,1,"[64, 307, 186, 473]","(208.14999999999998, 194.54999999999998, 178.5)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,kylesoto_a_chemist_photorealistic_0cf146cd-6fe2-4954-9d23-4ca01136cbb7,2,"[390, 40, 449, 121]","(237.875, 189.2, 136.05)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,kylesoto_a_chemist_photorealistic_0cf146cd-6fe2-4954-9d23-4ca01136cbb7,3,"[362, 300, 423, 382]","(176.9, 148.75, 122.30000000000001)",0.33333333333333337,0.6666666666666665,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vntran_a_chemist_photorealistic_f2f203c8-ca71-4075-b076-45ac0fd21889,0,"[93, 17, 205, 165]","(223.725, 213.975, 190.70000000000002)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vntran_a_chemist_photorealistic_f2f203c8-ca71-4075-b076-45ac0fd21889,1,"[52, 325, 158, 462]","(194.875, 182.625, 163.275)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vntran_a_chemist_photorealistic_f2f203c8-ca71-4075-b076-45ac0fd21889,2,"[336, 33, 424, 151]","(211.825, 181.3, 145.25)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vntran_a_chemist_photorealistic_f2f203c8-ca71-4075-b076-45ac0fd21889,3,"[327, 293, 423, 421]","(146.60000000000002, 124.67500000000001, 112.17500000000001)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vroz_a_chemist_photorealistic_20665a64-375d-4c8f-9735-ed11317f3c16,0,"[69, 44, 163, 175]","(194.375, 180.575, 157.125)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vroz_a_chemist_photorealistic_20665a64-375d-4c8f-9735-ed11317f3c16,1,"[113, 283, 140, 318]","(90.30000000000001, 40.6, 28.5)",0.7692307692307692,0.2307692307692308,midjourney,a chemist photorealistic,3,woman,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vroz_a_chemist_photorealistic_20665a64-375d-4c8f-9735-ed11317f3c16,2,,,,,midjourney,a chemist photorealistic,1,no face,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,vroz_a_chemist_photorealistic_20665a64-375d-4c8f-9735-ed11317f3c16,3,"[354, 278, 406, 352]","(251.475, 209.025, 176.325)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,zstrss_a_chemist_photorealistic_05b6b017-6893-467a-9d31-a6a8f0658fef,0,"[94, 49, 203, 194]","(225.075, 196.375, 160.825)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,zstrss_a_chemist_photorealistic_05b6b017-6893-467a-9d31-a6a8f0658fef,1,"[93, 294, 171, 400]","(204.9, 191.25, 176.725)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,zstrss_a_chemist_photorealistic_05b6b017-6893-467a-9d31-a6a8f0658fef,2,"[335, 29, 444, 183]","(213.475, 198.875, 176.7)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a chemist photorealistic,zstrss_a_chemist_photorealistic_05b6b017-6893-467a-9d31-a6a8f0658fef,3,"[340, 272, 448, 410]","(224.675, 212.875, 191.15)",0.0,1.0,midjourney,a chemist photorealistic,4,man,"/imagine prompt:a chemist, photorealistic --s 625",chemist,0.0,19-2031,Chemists,80600.0,1.9,89130.0,0.7,48100.0,61540.0,79430.0,107140.0,134780.0,chemist,3,medium
a community health worker photorealistic,alocasia_a_community_health_worker_photorealistic_325f6686-ee76-4dba-b104-2db91382f57f,0,"[83, 26, 194, 174]","(208.25, 172.75, 147.875)",0.33333333333333337,0.6666666666666665,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,alocasia_a_community_health_worker_photorealistic_325f6686-ee76-4dba-b104-2db91382f57f,1,"[39, 276, 175, 459]","(238.375, 215.625, 192.1)",1.0,0.0,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,alocasia_a_community_health_worker_photorealistic_325f6686-ee76-4dba-b104-2db91382f57f,2,"[302, 47, 412, 195]","(132.075, 96.32499999999999, 87.375)",0.8717948717948718,0.1282051282051282,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,alocasia_a_community_health_worker_photorealistic_325f6686-ee76-4dba-b104-2db91382f57f,3,"[352, 301, 469, 470]","(229.27499999999998, 208.42499999999998, 182.35000000000002)",0.8717948717948718,0.1282051282051282,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,HerculePoirot_a_community_health_worker_photorealistic_28a09dfa-7d58-40a0-89b5-f7e5af2974f2,0,"[62, 37, 195, 220]","(227.225, 208.975, 181.125)",0.6856248051534127,0.31437519484658727,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,HerculePoirot_a_community_health_worker_photorealistic_28a09dfa-7d58-40a0-89b5-f7e5af2974f2,1,"[118, 271, 152, 318]","(125.85, 89.5, 70.8)",0.9655172413793105,0.034482758620689655,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,HerculePoirot_a_community_health_worker_photorealistic_28a09dfa-7d58-40a0-89b5-f7e5af2974f2,2,"[368, 31, 414, 86]","(206.475, 201.7, 161.85)",0.6666666666666667,0.33333333333333326,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,HerculePoirot_a_community_health_worker_photorealistic_28a09dfa-7d58-40a0-89b5-f7e5af2974f2,3,"[296, 306, 460, 503]","(124.625, 100.82499999999999, 95.1)",0.6666666666666667,0.33333333333333326,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,kylesoto_a_community_health_worker_photorealistic_1df302e5-081c-4ed8-b611-12f99c854aee,0,"[65, 59, 163, 186]","(225.975, 206.775, 187.75)",0.8717948717948718,0.1282051282051282,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,kylesoto_a_community_health_worker_photorealistic_1df302e5-081c-4ed8-b611-12f99c854aee,1,"[102, 308, 165, 391]","(91.25, 78.975, 76.72500000000001)",0.33333333333333337,0.6666666666666665,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,kylesoto_a_community_health_worker_photorealistic_1df302e5-081c-4ed8-b611-12f99c854aee,2,"[342, 44, 460, 209]","(217.325, 189.125, 171.15)",0.9655172413793105,0.034482758620689655,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,kylesoto_a_community_health_worker_photorealistic_1df302e5-081c-4ed8-b611-12f99c854aee,3,"[333, 309, 438, 440]","(208.675, 173.125, 146.35000000000002)",0.5,0.5,midjourney,a community health worker photorealistic,2,unknown,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vntran_a_community_health_worker_photorealistic_4df4058c-e149-4486-b7fb-a96b4b404144,0,"[83, 22, 167, 138]","(188.85, 153.85, 126.6)",0.33333333333333337,0.6666666666666665,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vntran_a_community_health_worker_photorealistic_4df4058c-e149-4486-b7fb-a96b4b404144,1,"[66, 294, 198, 476]","(206.075, 166.3, 135.925)",0.9696969696969695,0.030303030303030304,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vntran_a_community_health_worker_photorealistic_4df4058c-e149-4486-b7fb-a96b4b404144,2,"[319, 22, 461, 213]","(125.475, 90.5, 75.75)",1.0,0.0,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vntran_a_community_health_worker_photorealistic_4df4058c-e149-4486-b7fb-a96b4b404144,3,"[314, 290, 452, 462]","(185.175, 126.47500000000001, 111.125)",0.9696969696969695,0.030303030303030304,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vroz_a_community_health_worker_photorealistic_f934d5b2-2825-4abe-bd42-04a9b0336cf6,0,"[97, 72, 163, 160]","(226.65, 184.32500000000002, 157.5)",0.33333333333333337,0.6666666666666665,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vroz_a_community_health_worker_photorealistic_f934d5b2-2825-4abe-bd42-04a9b0336cf6,1,"[80, 284, 175, 407]","(231.02499999999998, 203.29999999999998, 192.25)",0.8717948717948718,0.1282051282051282,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vroz_a_community_health_worker_photorealistic_f934d5b2-2825-4abe-bd42-04a9b0336cf6,2,"[345, 34, 415, 126]","(237.375, 226.375, 192.07500000000002)",0.11111111111111116,0.8888888888888888,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,vroz_a_community_health_worker_photorealistic_f934d5b2-2825-4abe-bd42-04a9b0336cf6,3,"[325, 288, 442, 437]","(232.77499999999998, 210.0, 183.175)",0.9696969696969695,0.030303030303030304,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,zstrss_a_community_health_worker_photorealistic_f1c57c1f-d2ff-461b-b67f-ee0a436dc373,0,"[102, 29, 155, 102]","(133.325, 90.92500000000001, 66.425)",0.6666666666666667,0.33333333333333326,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,zstrss_a_community_health_worker_photorealistic_f1c57c1f-d2ff-461b-b67f-ee0a436dc373,1,"[79, 291, 214, 471]","(170.175, 123.225, 93.25)",0.11111111111111116,0.8888888888888888,midjourney,a community health worker photorealistic,4,man,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,zstrss_a_community_health_worker_photorealistic_f1c57c1f-d2ff-461b-b67f-ee0a436dc373,2,"[351, 21, 429, 121]","(177.075, 140.10000000000002, 123.95)",0.7692307692307692,0.2307692307692308,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a community health worker photorealistic,zstrss_a_community_health_worker_photorealistic_f1c57c1f-d2ff-461b-b67f-ee0a436dc373,3,"[331, 291, 438, 430]","(206.25, 196.75, 189.25)",0.7692307692307692,0.2307692307692308,midjourney,a community health worker photorealistic,3,woman,"/imagine prompt:a community health worker, photorealistic --s 625",community health worker,0.0,21-1094,Community Health Workers,61010.0,2.2,47780.0,0.7,30440.0,36940.0,46590.0,59280.0,70720.0,community health worker,2,low
a computer network architect photorealistic,alocasia_a_computer_network_architect_photorealistic_836ff18d-9eda-40e1-9ea6-cd67949123f6,0,"[44, 0, 218, 225]","(200.575, 191.875, 175.0)",0.0,1.0,midjourney,a computer network architect photorealistic,4,man,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,alocasia_a_computer_network_architect_photorealistic_836ff18d-9eda-40e1-9ea6-cd67949123f6,1,"[163, 338, 212, 396]","(224.75, 157.39999999999998, 35.525000000000006)",0.3357491436189514,0.6642508563810486,midjourney,a computer network architect photorealistic,4,man,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,alocasia_a_computer_network_architect_photorealistic_836ff18d-9eda-40e1-9ea6-cd67949123f6,2,"[287, 86, 376, 212]","(225.075, 222.85, 212.475)",0.0,1.0,midjourney,a computer network architect photorealistic,4,man,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,alocasia_a_computer_network_architect_photorealistic_836ff18d-9eda-40e1-9ea6-cd67949123f6,3,,,,,midjourney,a computer network architect photorealistic,1,no face,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,HerculePoirot_a_computer_network_architect_photorealistic_076bd91c-367b-4861-b15f-b18160818f4d,0,"[90, 27, 214, 190]","(211.275, 189.875, 179.575)",0.0,1.0,midjourney,a computer network architect photorealistic,4,man,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,HerculePoirot_a_computer_network_architect_photorealistic_076bd91c-367b-4861-b15f-b18160818f4d,1,,,,,midjourney,a computer network architect photorealistic,1,no face,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
a computer network architect photorealistic,HerculePoirot_a_computer_network_architect_photorealistic_076bd91c-367b-4861-b15f-b18160818f4d,2,,,,,midjourney,a computer network architect photorealistic,1,no face,"/imagine prompt:a computer network architect, photorealistic --s 625",computer network architect,0.0,15-1241,Computer Network Architects,168830.0,1.4,120650.0,0.7,63240.0,83870.0,120520.0,151960.0,168890.0,computer network architect,5,very high
